Trial,Bandit,Reward,Cumulative_Reward,Cumulative_Regret,Algorithm
5100,3,4.5673,20289.8070,110.1930,EpsilonGreedy
5101,3,4.2007,20294.0077,109.9923,EpsilonGreedy
5102,3,3.6733,20297.6810,110.3190,EpsilonGreedy
5103,3,4.3688,20302.0498,109.9502,EpsilonGreedy
5104,3,3.6299,20305.6798,110.3202,EpsilonGreedy
5105,3,3.5807,20309.2605,110.7395,EpsilonGreedy
5106,3,4.7358,20313.9963,110.0037,EpsilonGreedy
5107,3,3.5965,20317.5928,110.4072,EpsilonGreedy
5108,3,3.3083,20320.9012,111.0988,EpsilonGreedy
5109,3,4.7818,20325.6829,110.3171,EpsilonGreedy
5110,3,6.1125,20331.7954,108.2046,EpsilonGreedy
5111,3,2.0654,20333.8609,110.1391,EpsilonGreedy
5112,3,5.3078,20339.1686,108.8314,EpsilonGreedy
5113,3,5.6186,20344.7872,107.2128,EpsilonGreedy
5114,3,3.3200,20348.1072,107.8928,EpsilonGreedy
5115,3,2.7139,20350.8211,109.1789,EpsilonGreedy
5116,3,3.0605,20353.8816,110.1184,EpsilonGreedy
5117,3,4.6318,20358.5134,109.4866,EpsilonGreedy
5118,3,3.2182,20361.7316,110.2684,EpsilonGreedy
5119,3,2.3416,20364.0732,111.9268,EpsilonGreedy
5120,3,2.3729,20366.4461,113.5539,EpsilonGreedy
5121,3,4.4418,20370.8880,113.1120,EpsilonGreedy
5122,3,3.9833,20374.8713,113.1287,EpsilonGreedy
5123,3,3.9931,20378.8644,113.1356,EpsilonGreedy
5124,3,3.6979,20382.5623,113.4377,EpsilonGreedy
5125,3,5.1300,20387.6923,112.3077,EpsilonGreedy
5126,3,3.6872,20391.3794,112.6206,EpsilonGreedy
5127,3,4.0375,20395.4170,112.5830,EpsilonGreedy
5128,3,5.0862,20400.5032,111.4968,EpsilonGreedy
5129,3,4.4770,20404.9802,111.0198,EpsilonGreedy
5130,3,2.6666,20407.6468,112.3532,EpsilonGreedy
5131,3,5.5580,20413.2048,110.7952,EpsilonGreedy
5132,3,3.1648,20416.3695,111.6305,EpsilonGreedy
5133,3,2.8386,20419.2081,112.7919,EpsilonGreedy
5134,3,4.4242,20423.6324,112.3676,EpsilonGreedy
5135,3,2.5933,20426.2257,113.7743,EpsilonGreedy
5136,3,3.4007,20429.6264,114.3736,EpsilonGreedy
5137,3,4.9051,20434.5315,113.4685,EpsilonGreedy
5138,3,4.4353,20438.9668,113.0332,EpsilonGreedy
5139,3,3.9915,20442.9583,113.0417,EpsilonGreedy
5140,3,5.2338,20448.1921,111.8079,EpsilonGreedy
5141,3,3.4940,20451.6861,112.3139,EpsilonGreedy
5142,3,3.0082,20454.6943,113.3057,EpsilonGreedy
5143,3,5.1296,20459.8240,112.1760,EpsilonGreedy
5144,3,5.3939,20465.2179,110.7821,EpsilonGreedy
5145,3,4.0772,20469.2950,110.7050,EpsilonGreedy
5146,3,4.4580,20473.7530,110.2470,EpsilonGreedy
5147,3,4.6042,20478.3572,109.6428,EpsilonGreedy
5148,3,3.8484,20482.2055,109.7945,EpsilonGreedy
5149,3,1.9619,20484.1675,111.8325,EpsilonGreedy
5150,3,4.5905,20488.7580,111.2420,EpsilonGreedy
5151,3,3.6418,20492.3998,111.6002,EpsilonGreedy
5152,3,4.2626,20496.6623,111.3377,EpsilonGreedy
5153,3,3.9279,20500.5902,111.4098,EpsilonGreedy
5154,3,5.1119,20505.7021,110.2979,EpsilonGreedy
5155,3,4.3926,20510.0947,109.9053,EpsilonGreedy
5156,3,3.9920,20514.0868,109.9132,EpsilonGreedy
5157,3,1.9378,20516.0246,111.9754,EpsilonGreedy
5158,3,3.5525,20519.5770,112.4230,EpsilonGreedy
5159,3,5.4806,20525.0576,110.9424,EpsilonGreedy
5160,3,5.8363,20530.8939,109.1061,EpsilonGreedy
5161,3,4.7832,20535.6771,108.3229,EpsilonGreedy
5162,3,4.1295,20539.8066,108.1934,EpsilonGreedy
5163,3,3.7850,20543.5915,108.4085,EpsilonGreedy
5164,3,2.0633,20545.6548,110.3452,EpsilonGreedy
5165,3,3.1655,20548.8203,111.1797,EpsilonGreedy
5166,3,4.4031,20553.2234,110.7766,EpsilonGreedy
5167,3,3.6172,20556.8406,111.1594,EpsilonGreedy
5168,3,4.5632,20561.4039,110.5961,EpsilonGreedy
5169,3,4.4554,20565.8593,110.1407,EpsilonGreedy
5170,3,5.4036,20571.2629,108.7371,EpsilonGreedy
5171,3,5.1870,20576.4498,107.5502,EpsilonGreedy
5172,3,4.5595,20581.0093,106.9907,EpsilonGreedy
5173,3,4.6966,20585.7060,106.2940,EpsilonGreedy
5174,3,5.3026,20591.0085,104.9915,EpsilonGreedy
5175,3,4.6988,20595.7073,104.2927,EpsilonGreedy
5176,3,3.2841,20598.9914,105.0086,EpsilonGreedy
5177,3,4.0730,20603.0644,104.9356,EpsilonGreedy
5178,3,4.4902,20607.5546,104.4454,EpsilonGreedy
5179,3,5.7309,20613.2855,102.7145,EpsilonGreedy
5180,3,4.0503,20617.3358,102.6642,EpsilonGreedy
5181,3,2.0452,20619.3810,104.6190,EpsilonGreedy
5182,3,2.9801,20622.3611,105.6389,EpsilonGreedy
5183,3,5.7084,20628.0696,103.9304,EpsilonGreedy
5184,3,2.3739,20630.4435,105.5565,EpsilonGreedy
5185,3,4.1805,20634.6240,105.3760,EpsilonGreedy
5186,3,3.6960,20638.3200,105.6800,EpsilonGreedy
5187,3,3.8541,20642.1741,105.8259,EpsilonGreedy
5188,3,5.8171,20647.9912,104.0088,EpsilonGreedy
5189,3,3.3310,20651.3223,104.6777,EpsilonGreedy
5190,3,2.7279,20654.0502,105.9498,EpsilonGreedy
5191,3,3.8612,20657.9114,106.0886,EpsilonGreedy
5192,3,3.7422,20661.6535,106.3465,EpsilonGreedy
5193,3,4.4445,20666.0981,105.9019,EpsilonGreedy
5194,3,3.5595,20669.6575,106.3425,EpsilonGreedy
5195,3,3.3328,20672.9904,107.0096,EpsilonGreedy
5196,3,3.9703,20676.9607,107.0393,EpsilonGreedy
5197,3,3.8163,20680.7770,107.2230,EpsilonGreedy
5198,3,3.1194,20683.8964,108.1036,EpsilonGreedy
5199,3,3.0486,20686.9450,109.0550,EpsilonGreedy
5200,3,3.9793,20690.9242,109.0758,EpsilonGreedy
5201,3,4.8078,20695.7320,108.2680,EpsilonGreedy
5202,3,4.0905,20699.8226,108.1774,EpsilonGreedy
5203,3,3.2566,20703.0792,108.9208,EpsilonGreedy
5204,3,3.2833,20706.3625,109.6375,EpsilonGreedy
5205,3,3.3569,20709.7194,110.2806,EpsilonGreedy
5206,3,3.5397,20713.2591,110.7409,EpsilonGreedy
5207,3,6.0296,20719.2887,108.7113,EpsilonGreedy
5208,3,4.5619,20723.8506,108.1494,EpsilonGreedy
5209,3,3.6896,20727.5402,108.4598,EpsilonGreedy
5210,3,2.6983,20730.2385,109.7615,EpsilonGreedy
5211,3,5.2005,20735.4390,108.5610,EpsilonGreedy
5212,3,4.2260,20739.6650,108.3350,EpsilonGreedy
5213,3,5.6322,20745.2971,106.7029,EpsilonGreedy
5214,3,5.1902,20750.4874,105.5126,EpsilonGreedy
5215,3,3.7221,20754.2094,105.7906,EpsilonGreedy
5216,3,4.6412,20758.8506,105.1494,EpsilonGreedy
5217,3,2.0495,20760.9001,107.0999,EpsilonGreedy
5218,3,3.8710,20764.7711,107.2289,EpsilonGreedy
5219,3,3.9584,20768.7295,107.2705,EpsilonGreedy
5220,3,3.8010,20772.5305,107.4695,EpsilonGreedy
5221,3,3.2042,20775.7348,108.2652,EpsilonGreedy
5222,3,3.5081,20779.2428,108.7572,EpsilonGreedy
5223,3,2.4477,20781.6905,110.3095,EpsilonGreedy
5224,3,5.2899,20786.9804,109.0196,EpsilonGreedy
5225,3,2.6772,20789.6576,110.3424,EpsilonGreedy
5226,3,3.1170,20792.7746,111.2254,EpsilonGreedy
5227,3,6.2818,20799.0564,108.9436,EpsilonGreedy
5228,3,3.4627,20802.5191,109.4809,EpsilonGreedy
5229,3,5.2514,20807.7705,108.2295,EpsilonGreedy
5230,3,5.2442,20813.0147,106.9853,EpsilonGreedy
5231,3,3.3302,20816.3449,107.6551,EpsilonGreedy
5232,3,3.8743,20820.2191,107.7809,EpsilonGreedy
5233,3,2.6142,20822.8333,109.1667,EpsilonGreedy
5234,3,4.5622,20827.3954,108.6046,EpsilonGreedy
5235,3,5.8635,20833.2589,106.7411,EpsilonGreedy
5236,3,4.7490,20838.0080,105.9920,EpsilonGreedy
5237,3,2.5164,20840.5244,107.4756,EpsilonGreedy
5238,3,6.2926,20846.8169,105.1831,EpsilonGreedy
5239,3,3.8693,20850.6862,105.3138,EpsilonGreedy
5240,3,5.0805,20855.7667,104.2333,EpsilonGreedy
5241,3,4.1123,20859.8790,104.1210,EpsilonGreedy
5242,3,3.9627,20863.8417,104.1583,EpsilonGreedy
5243,3,5.3391,20869.1808,102.8192,EpsilonGreedy
5244,3,5.8611,20875.0419,100.9581,EpsilonGreedy
5245,3,4.5439,20879.5858,100.4142,EpsilonGreedy
5246,3,5.3168,20884.9025,99.0975,EpsilonGreedy
5247,3,3.0974,20887.9999,100.0001,EpsilonGreedy
5248,3,3.8399,20891.8398,100.1602,EpsilonGreedy
5249,3,3.7452,20895.5850,100.4150,EpsilonGreedy
5250,3,3.2454,20898.8304,101.1696,EpsilonGreedy
5251,3,4.8539,20903.6843,100.3157,EpsilonGreedy
5252,3,3.6277,20907.3120,100.6880,EpsilonGreedy
5253,3,3.4235,20910.7354,101.2646,EpsilonGreedy
5254,3,4.0650,20914.8004,101.1996,EpsilonGreedy
5255,3,3.3981,20918.1985,101.8015,EpsilonGreedy
5256,3,2.0996,20920.2981,103.7019,EpsilonGreedy
5257,3,3.7175,20924.0156,103.9844,EpsilonGreedy
5258,3,2.3269,20926.3425,105.6575,EpsilonGreedy
5259,3,5.3716,20931.7141,104.2859,EpsilonGreedy
5260,3,4.6726,20936.3867,103.6133,EpsilonGreedy
5261,3,4.5341,20940.9208,103.0792,EpsilonGreedy
5262,3,3.9961,20944.9169,103.0831,EpsilonGreedy
5263,3,3.2908,20948.2077,103.7923,EpsilonGreedy
5264,3,5.1577,20953.3654,102.6346,EpsilonGreedy
5265,3,3.8575,20957.2229,102.7771,EpsilonGreedy
5266,3,4.8417,20962.0646,101.9354,EpsilonGreedy
5267,3,4.0614,20966.1260,101.8740,EpsilonGreedy
5268,3,4.5080,20970.6340,101.3660,EpsilonGreedy
5269,3,4.3194,20974.9534,101.0466,EpsilonGreedy
5270,3,2.9871,20977.9405,102.0595,EpsilonGreedy
5271,3,2.9884,20980.9289,103.0711,EpsilonGreedy
5272,3,4.0987,20985.0276,102.9724,EpsilonGreedy
5273,3,2.7608,20987.7883,104.2117,EpsilonGreedy
5274,3,3.5533,20991.3417,104.6583,EpsilonGreedy
5275,3,3.7248,20995.0664,104.9336,EpsilonGreedy
5276,3,4.2374,20999.3038,104.6962,EpsilonGreedy
5277,3,3.8236,21003.1275,104.8725,EpsilonGreedy
5278,3,4.9915,21008.1190,103.8810,EpsilonGreedy
5279,3,3.9736,21012.0926,103.9074,EpsilonGreedy
5280,3,2.5220,21014.6145,105.3855,EpsilonGreedy
5281,3,3.4330,21018.0476,105.9524,EpsilonGreedy
5282,3,2.4527,21020.5003,107.4997,EpsilonGreedy
5283,3,4.3212,21024.8215,107.1785,EpsilonGreedy
5284,3,5.5869,21030.4084,105.5916,EpsilonGreedy
5285,3,3.6267,21034.0351,105.9649,EpsilonGreedy
5286,3,4.6166,21038.6517,105.3483,EpsilonGreedy
5287,3,5.3600,21044.0117,103.9883,EpsilonGreedy
5288,3,3.7708,21047.7825,104.2175,EpsilonGreedy
5289,3,7.8956,21055.6780,100.3220,EpsilonGreedy
5290,3,4.9646,21060.6426,99.3574,EpsilonGreedy
5291,3,5.0071,21065.6497,98.3503,EpsilonGreedy
5292,3,4.7236,21070.3733,97.6267,EpsilonGreedy
5293,3,4.7361,21075.1094,96.8906,EpsilonGreedy
5294,3,4.4380,21079.5474,96.4526,EpsilonGreedy
5295,3,2.4090,21081.9564,98.0436,EpsilonGreedy
5296,3,2.8286,21084.7850,99.2150,EpsilonGreedy
5297,3,3.4660,21088.2510,99.7490,EpsilonGreedy
5298,3,3.3345,21091.5855,100.4145,EpsilonGreedy
5299,3,5.0655,21096.6510,99.3490,EpsilonGreedy
5300,3,4.8133,21101.4643,98.5357,EpsilonGreedy
5301,3,4.1677,21105.6320,98.3680,EpsilonGreedy
5302,3,4.6378,21110.2698,97.7302,EpsilonGreedy
5303,3,3.8614,21114.1312,97.8688,EpsilonGreedy
5304,3,3.7037,21117.8349,98.1651,EpsilonGreedy
5305,3,3.5368,21121.3717,98.6283,EpsilonGreedy
5306,3,3.8743,21125.2460,98.7540,EpsilonGreedy
5307,3,3.0950,21128.3410,99.6590,EpsilonGreedy
5308,3,3.7240,21132.0650,99.9350,EpsilonGreedy
5309,3,5.1683,21137.2334,98.7666,EpsilonGreedy
5310,3,1.9276,21139.1610,100.8390,EpsilonGreedy
5311,3,3.5562,21142.7171,101.2829,EpsilonGreedy
5312,3,6.6375,21149.3546,98.6454,EpsilonGreedy
5313,3,4.6290,21153.9836,98.0164,EpsilonGreedy
5314,3,4.1484,21158.1320,97.8680,EpsilonGreedy
5315,3,3.4004,21161.5324,98.4676,EpsilonGreedy
5316,3,3.5483,21165.0807,98.9193,EpsilonGreedy
5317,3,5.6243,21170.7050,97.2950,EpsilonGreedy
5318,3,5.2197,21175.9247,96.0753,EpsilonGreedy
5319,3,5.1314,21181.0562,94.9438,EpsilonGreedy
5320,3,5.0111,21186.0672,93.9328,EpsilonGreedy
5321,3,3.7368,21189.8041,94.1959,EpsilonGreedy
5322,3,4.1943,21193.9984,94.0016,EpsilonGreedy
5323,3,2.6290,21196.6273,95.3727,EpsilonGreedy
5324,3,3.6297,21200.2571,95.7429,EpsilonGreedy
5325,3,1.7053,21201.9623,98.0377,EpsilonGreedy
5326,3,3.4054,21205.3677,98.6323,EpsilonGreedy
5327,3,2.3586,21207.7263,100.2737,EpsilonGreedy
5328,3,2.1489,21209.8751,102.1249,EpsilonGreedy
5329,3,4.4115,21214.2866,101.7134,EpsilonGreedy
5330,3,5.4242,21219.7108,100.2892,EpsilonGreedy
5331,3,5.0961,21224.8069,99.1931,EpsilonGreedy
5332,3,2.6765,21227.4834,100.5166,EpsilonGreedy
5333,3,2.2371,21229.7206,102.2794,EpsilonGreedy
5334,3,3.8433,21233.5639,102.4361,EpsilonGreedy
5335,3,4.2413,21237.8051,102.1949,EpsilonGreedy
5336,3,3.4610,21241.2662,102.7338,EpsilonGreedy
5337,3,4.3525,21245.6187,102.3813,EpsilonGreedy
5338,3,2.0671,21247.6858,104.3142,EpsilonGreedy
5339,3,3.2756,21250.9614,105.0386,EpsilonGreedy
5340,3,4.2734,21255.2349,104.7651,EpsilonGreedy
5341,3,5.1979,21260.4328,103.5672,EpsilonGreedy
5342,3,4.2109,21264.6436,103.3564,EpsilonGreedy
5343,3,4.0688,21268.7125,103.2875,EpsilonGreedy
5344,3,3.7806,21272.4931,103.5069,EpsilonGreedy
5345,3,5.0708,21277.5639,102.4361,EpsilonGreedy
5346,3,3.3120,21280.8759,103.1241,EpsilonGreedy
5347,3,4.0006,21284.8765,103.1235,EpsilonGreedy
5348,3,3.5118,21288.3883,103.6117,EpsilonGreedy
5349,3,3.6865,21292.0748,103.9252,EpsilonGreedy
5350,3,3.8620,21295.9368,104.0632,EpsilonGreedy
5351,3,2.2736,21298.2104,105.7896,EpsilonGreedy
5352,3,4.6425,21302.8529,105.1471,EpsilonGreedy
5353,3,5.4552,21308.3081,103.6919,EpsilonGreedy
5354,3,5.5578,21313.8659,102.1341,EpsilonGreedy
5355,3,5.7507,21319.6166,100.3834,EpsilonGreedy
5356,3,1.9248,21321.5413,102.4587,EpsilonGreedy
5357,3,3.7322,21325.2735,102.7265,EpsilonGreedy
5358,3,3.8214,21329.0949,102.9051,EpsilonGreedy
5359,3,4.6441,21333.7390,102.2610,EpsilonGreedy
5360,3,3.7647,21337.5037,102.4963,EpsilonGreedy
5361,3,4.0789,21341.5826,102.4174,EpsilonGreedy
5362,3,3.0636,21344.6462,103.3538,EpsilonGreedy
5363,3,5.1391,21349.7853,102.2147,EpsilonGreedy
5364,3,2.9737,21352.7590,103.2410,EpsilonGreedy
5365,3,4.1040,21356.8630,103.1370,EpsilonGreedy
5366,3,6.1903,21363.0533,100.9467,EpsilonGreedy
5367,3,4.2477,21367.3010,100.6990,EpsilonGreedy
5368,3,3.7333,21371.0343,100.9657,EpsilonGreedy
5369,3,5.2013,21376.2356,99.7644,EpsilonGreedy
5370,3,4.9027,21381.1383,98.8617,EpsilonGreedy
5371,3,3.9151,21385.0534,98.9466,EpsilonGreedy
5372,3,4.0429,21389.0963,98.9037,EpsilonGreedy
5373,3,4.4803,21393.5766,98.4234,EpsilonGreedy
5374,3,5.6484,21399.2250,96.7750,EpsilonGreedy
5375,3,3.6306,21402.8556,97.1444,EpsilonGreedy
5376,3,4.5941,21407.4497,96.5503,EpsilonGreedy
5377,3,3.4081,21410.8578,97.1422,EpsilonGreedy
5378,3,1.9475,21412.8053,99.1947,EpsilonGreedy
5379,3,2.4267,21415.2320,100.7680,EpsilonGreedy
5380,3,4.4641,21419.6961,100.3039,EpsilonGreedy
5381,3,3.0691,21422.7652,101.2348,EpsilonGreedy
5382,3,3.8358,21426.6009,101.3991,EpsilonGreedy
5383,3,5.0214,21431.6224,100.3776,EpsilonGreedy
5384,3,3.0920,21434.7143,101.2857,EpsilonGreedy
5385,3,3.8786,21438.5929,101.4071,EpsilonGreedy
5386,3,3.7790,21442.3719,101.6281,EpsilonGreedy
5387,3,2.7758,21445.1477,102.8523,EpsilonGreedy
5388,3,4.0203,21449.1681,102.8319,EpsilonGreedy
5389,3,4.5952,21453.7632,102.2368,EpsilonGreedy
5390,3,2.5010,21456.2642,103.7358,EpsilonGreedy
5391,3,3.5850,21459.8493,104.1507,EpsilonGreedy
5392,3,4.3541,21464.2033,103.7967,EpsilonGreedy
5393,3,4.5935,21468.7968,103.2032,EpsilonGreedy
5394,3,4.3086,21473.1054,102.8946,EpsilonGreedy
5395,3,6.2158,21479.3212,100.6788,EpsilonGreedy
5396,3,4.7594,21484.0806,99.9194,EpsilonGreedy
5397,3,4.8551,21488.9357,99.0643,EpsilonGreedy
5398,3,3.6412,21492.5770,99.4230,EpsilonGreedy
5399,3,4.5242,21497.1011,98.8989,EpsilonGreedy
5400,3,4.8899,21501.9910,98.0090,EpsilonGreedy
5401,3,4.1134,21506.1044,97.8956,EpsilonGreedy
5402,3,3.6746,21509.7790,98.2210,EpsilonGreedy
5403,3,5.2546,21515.0336,96.9664,EpsilonGreedy
5404,3,3.5582,21518.5919,97.4081,EpsilonGreedy
5405,3,3.2267,21521.8185,98.1815,EpsilonGreedy
5406,3,4.2694,21526.0879,97.9121,EpsilonGreedy
5407,3,4.5367,21530.6246,97.3754,EpsilonGreedy
5408,3,3.9157,21534.5403,97.4597,EpsilonGreedy
5409,3,3.4071,21537.9474,98.0526,EpsilonGreedy
5410,3,4.4449,21542.3923,97.6077,EpsilonGreedy
5411,3,3.6151,21546.0074,97.9926,EpsilonGreedy
5412,3,3.5628,21549.5702,98.4298,EpsilonGreedy
5413,3,3.7153,21553.2855,98.7145,EpsilonGreedy
5414,3,2.4854,21555.7709,100.2291,EpsilonGreedy
5415,3,3.2000,21558.9709,101.0291,EpsilonGreedy
5416,3,2.8644,21561.8353,102.1647,EpsilonGreedy
5417,3,4.7126,21566.5479,101.4521,EpsilonGreedy
5418,3,4.5488,21571.0966,100.9034,EpsilonGreedy
5419,3,2.3423,21573.4390,102.5610,EpsilonGreedy
5420,3,3.0582,21576.4972,103.5028,EpsilonGreedy
5421,3,3.9213,21580.4185,103.5815,EpsilonGreedy
5422,3,5.7791,21586.1976,101.8024,EpsilonGreedy
5423,3,4.1176,21590.3152,101.6848,EpsilonGreedy
5424,3,3.7684,21594.0836,101.9164,EpsilonGreedy
5425,3,4.8766,21598.9602,101.0398,EpsilonGreedy
5426,3,4.0908,21603.0509,100.9491,EpsilonGreedy
5427,3,3.6788,21606.7297,101.2703,EpsilonGreedy
5428,3,2.3652,21609.0949,102.9051,EpsilonGreedy
5429,3,4.8702,21613.9651,102.0349,EpsilonGreedy
5430,3,5.4313,21619.3964,100.6036,EpsilonGreedy
5431,3,4.0783,21623.4747,100.5253,EpsilonGreedy
5432,3,4.3737,21627.8484,100.1516,EpsilonGreedy
5433,3,3.1686,21631.0170,100.9830,EpsilonGreedy
5434,3,4.7423,21635.7594,100.2406,EpsilonGreedy
5435,3,3.8010,21639.5604,100.4396,EpsilonGreedy
5436,3,3.4357,21642.9961,101.0039,EpsilonGreedy
5437,3,5.5158,21648.5119,99.4881,EpsilonGreedy
5438,3,4.5183,21653.0302,98.9698,EpsilonGreedy
5439,3,5.0630,21658.0932,97.9068,EpsilonGreedy
5440,3,4.4884,21662.5816,97.4184,EpsilonGreedy
5441,3,2.8576,21665.4391,98.5609,EpsilonGreedy
5442,3,2.2489,21667.6881,100.3119,EpsilonGreedy
5443,3,3.2040,21670.8921,101.1079,EpsilonGreedy
5444,3,4.5517,21675.4437,100.5563,EpsilonGreedy
5445,3,3.7287,21679.1724,100.8276,EpsilonGreedy
5446,3,3.8011,21682.9735,101.0265,EpsilonGreedy
5447,3,4.1742,21687.1477,100.8523,EpsilonGreedy
5448,3,3.5696,21690.7173,101.2827,EpsilonGreedy
5449,3,3.5106,21694.2279,101.7721,EpsilonGreedy
5450,3,3.6118,21697.8398,102.1602,EpsilonGreedy
5451,3,3.7920,21701.6317,102.3683,EpsilonGreedy
5452,3,2.8309,21704.4626,103.5374,EpsilonGreedy
5453,3,4.5182,21708.9807,103.0193,EpsilonGreedy
5454,3,3.8773,21712.8581,103.1419,EpsilonGreedy
5455,3,4.1078,21716.9659,103.0341,EpsilonGreedy
5456,3,3.4610,21720.4269,103.5731,EpsilonGreedy
5457,3,4.8983,21725.3252,102.6748,EpsilonGreedy
5458,3,2.3858,21727.7110,104.2890,EpsilonGreedy
5459,3,3.5647,21731.2758,104.7242,EpsilonGreedy
5460,3,4.9539,21736.2296,103.7704,EpsilonGreedy
5461,3,4.2527,21740.4823,103.5177,EpsilonGreedy
5462,3,4.1977,21744.6801,103.3199,EpsilonGreedy
5463,3,2.9685,21747.6486,104.3514,EpsilonGreedy
5464,3,2.7569,21750.4055,105.5945,EpsilonGreedy
5465,3,4.1381,21754.5436,105.4564,EpsilonGreedy
5466,3,4.0278,21758.5714,105.4286,EpsilonGreedy
5467,3,0.7316,21759.3030,108.6970,EpsilonGreedy
5468,3,5.2092,21764.5122,107.4878,EpsilonGreedy
5469,3,3.3114,21767.8236,108.1764,EpsilonGreedy
5470,3,3.6471,21771.4707,108.5293,EpsilonGreedy
5471,3,3.5162,21774.9869,109.0131,EpsilonGreedy
5472,3,3.4766,21778.4635,109.5365,EpsilonGreedy
5473,3,3.7987,21782.2622,109.7378,EpsilonGreedy
5474,3,4.0550,21786.3172,109.6828,EpsilonGreedy
5475,3,5.4798,21791.7970,108.2030,EpsilonGreedy
5476,3,3.9467,21795.7437,108.2563,EpsilonGreedy
5477,3,4.4453,21800.1889,107.8111,EpsilonGreedy
5478,3,5.2961,21805.4850,106.5150,EpsilonGreedy
5479,3,3.9599,21809.4449,106.5551,EpsilonGreedy
5480,3,3.5319,21812.9768,107.0232,EpsilonGreedy
5481,3,5.3176,21818.2944,105.7056,EpsilonGreedy
5482,3,3.5489,21821.8434,106.1566,EpsilonGreedy
5483,3,3.8149,21825.6583,106.3417,EpsilonGreedy
5484,3,3.8203,21829.4786,106.5214,EpsilonGreedy
5485,3,4.1625,21833.6411,106.3589,EpsilonGreedy
5486,3,5.3966,21839.0377,104.9623,EpsilonGreedy
5487,3,5.6762,21844.7139,103.2861,EpsilonGreedy
5488,3,4.6909,21849.4049,102.5951,EpsilonGreedy
5489,3,3.7293,21853.1341,102.8659,EpsilonGreedy
5490,3,5.6351,21858.7692,101.2308,EpsilonGreedy
5491,3,3.2380,21862.0072,101.9928,EpsilonGreedy
5492,3,4.0996,21866.1069,101.8931,EpsilonGreedy
5493,3,5.7030,21871.8099,100.1901,EpsilonGreedy
5494,3,4.2753,21876.0852,99.9148,EpsilonGreedy
5495,3,2.7102,21878.7954,101.2046,EpsilonGreedy
5496,3,4.1705,21882.9658,101.0342,EpsilonGreedy
5497,3,4.2764,21887.2422,100.7578,EpsilonGreedy
5498,3,4.9221,21892.1643,99.8357,EpsilonGreedy
5499,3,2.7324,21894.8966,101.1034,EpsilonGreedy
5500,3,5.5620,21900.4587,99.5413,EpsilonGreedy
5501,3,2.9956,21903.4543,100.5457,EpsilonGreedy
5502,3,4.8711,21908.3253,99.6747,EpsilonGreedy
5503,3,2.9413,21911.2667,100.7333,EpsilonGreedy
5504,3,3.2492,21914.5158,101.4842,EpsilonGreedy
5505,3,4.3282,21918.8440,101.1560,EpsilonGreedy
5506,3,3.3390,21922.1830,101.8170,EpsilonGreedy
5507,3,3.8632,21926.0463,101.9537,EpsilonGreedy
5508,3,5.1229,21931.1692,100.8308,EpsilonGreedy
5509,3,3.8190,21934.9882,101.0118,EpsilonGreedy
5510,3,2.9929,21937.9811,102.0189,EpsilonGreedy
5511,3,5.0431,21943.0242,100.9758,EpsilonGreedy
5512,3,3.8427,21946.8669,101.1331,EpsilonGreedy
5513,3,2.3161,21949.1829,102.8171,EpsilonGreedy
5514,3,4.3068,21953.4897,102.5103,EpsilonGreedy
5515,3,4.1604,21957.6501,102.3499,EpsilonGreedy
5516,3,3.1882,21960.8383,103.1617,EpsilonGreedy
5517,3,4.1528,21964.9911,103.0089,EpsilonGreedy
5518,3,4.0281,21969.0191,102.9809,EpsilonGreedy
5519,3,3.9129,21972.9320,103.0680,EpsilonGreedy
5520,3,3.7865,21976.7185,103.2815,EpsilonGreedy
5521,3,2.4415,21979.1601,104.8399,EpsilonGreedy
5522,3,4.4798,21983.6399,104.3601,EpsilonGreedy
5523,3,4.1640,21987.8039,104.1961,EpsilonGreedy
5524,3,2.9867,21990.7906,105.2094,EpsilonGreedy
5525,3,4.3987,21995.1893,104.8107,EpsilonGreedy
5526,3,5.4911,22000.6804,103.3196,EpsilonGreedy
5527,3,2.9032,22003.5836,104.4164,EpsilonGreedy
5528,3,4.4185,22008.0021,103.9979,EpsilonGreedy
5529,3,1.9060,22009.9081,106.0919,EpsilonGreedy
5530,3,3.9342,22013.8423,106.1577,EpsilonGreedy
5531,3,5.3753,22019.2176,104.7824,EpsilonGreedy
5532,3,2.9389,22022.1565,105.8435,EpsilonGreedy
5533,3,2.8645,22025.0210,106.9790,EpsilonGreedy
5534,3,4.3791,22029.4001,106.5999,EpsilonGreedy
5535,3,4.2634,22033.6635,106.3365,EpsilonGreedy
5536,3,3.4527,22037.1161,106.8839,EpsilonGreedy
5537,3,4.5905,22041.7066,106.2934,EpsilonGreedy
5538,3,3.2588,22044.9654,107.0346,EpsilonGreedy
5539,3,4.5759,22049.5413,106.4587,EpsilonGreedy
5540,3,5.4712,22055.0125,104.9875,EpsilonGreedy
5541,3,2.9109,22057.9234,106.0766,EpsilonGreedy
5542,3,5.1616,22063.0850,104.9150,EpsilonGreedy
5543,3,5.3352,22068.4202,103.5798,EpsilonGreedy
5544,3,3.6472,22072.0674,103.9326,EpsilonGreedy
5545,3,5.1895,22077.2568,102.7432,EpsilonGreedy
5546,3,3.6970,22080.9539,103.0461,EpsilonGreedy
5547,3,4.6540,22085.6078,102.3922,EpsilonGreedy
5548,3,5.8699,22091.4777,100.5223,EpsilonGreedy
5549,3,4.4613,22095.9390,100.0610,EpsilonGreedy
