Trial,Bandit,Reward,Cumulative_Reward,Cumulative_Regret,Algorithm
1,1,1.7020,1.7020,2.2980,ThompsonSampling
2,3,2.1527,3.8547,4.1453,ThompsonSampling
3,0,0.6209,4.4756,7.5244,ThompsonSampling
4,1,2.6857,7.1613,8.8387,ThompsonSampling
5,2,1.0797,8.2410,11.7590,ThompsonSampling
6,1,2.0366,10.2776,13.7224,ThompsonSampling
7,3,4.7172,14.9948,13.0052,ThompsonSampling
8,3,3.1865,18.1813,13.8187,ThompsonSampling
9,3,3.3384,21.5197,14.4803,ThompsonSampling
10,3,3.2612,24.7809,15.2191,ThompsonSampling
11,3,4.9557,29.7366,14.2634,ThompsonSampling
12,3,4.3470,34.0836,13.9164,ThompsonSampling
13,3,4.3429,38.4265,13.5735,ThompsonSampling
14,3,3.4782,41.9046,14.0954,ThompsonSampling
15,3,5.2598,47.1644,12.8356,ThompsonSampling
16,3,3.9061,51.0705,12.9295,ThompsonSampling
17,3,5.3019,56.3724,11.6276,ThompsonSampling
18,3,5.5144,61.8868,10.1132,ThompsonSampling
19,3,5.5794,67.4661,8.5339,ThompsonSampling
20,3,3.7963,71.2624,8.7376,ThompsonSampling
21,3,3.7783,75.0407,8.9593,ThompsonSampling
22,3,2.5603,77.6010,10.3990,ThompsonSampling
23,3,3.5386,81.1396,10.8604,ThompsonSampling
24,3,3.3529,84.4925,11.5075,ThompsonSampling
25,3,4.1920,88.6845,11.3155,ThompsonSampling
26,3,4.3278,93.0123,10.9877,ThompsonSampling
27,3,4.5799,97.5922,10.4078,ThompsonSampling
28,3,3.8883,101.4805,10.5195,ThompsonSampling
29,3,3.4526,104.9331,11.0669,ThompsonSampling
30,3,3.9277,108.8608,11.1392,ThompsonSampling
31,3,3.2762,112.1370,11.8630,ThompsonSampling
32,3,3.1819,115.3190,12.6810,ThompsonSampling
33,3,4.2021,119.5210,12.4790,ThompsonSampling
34,3,4.1261,123.6471,12.3529,ThompsonSampling
35,3,4.3162,127.9633,12.0367,ThompsonSampling
36,3,4.3880,132.3513,11.6487,ThompsonSampling
37,3,3.2373,135.5886,12.4114,ThompsonSampling
38,3,3.4258,139.0144,12.9856,ThompsonSampling
39,3,2.8325,141.8469,14.1531,ThompsonSampling
40,3,4.4788,146.3256,13.6744,ThompsonSampling
41,3,4.4676,150.7932,13.2068,ThompsonSampling
42,3,3.8733,154.6665,13.3335,ThompsonSampling
43,3,2.9093,157.5758,14.4242,ThompsonSampling
44,3,4.6981,162.2739,13.7261,ThompsonSampling
45,3,4.1916,166.4655,13.5345,ThompsonSampling
46,3,3.0567,169.5222,14.4778,ThompsonSampling
47,3,3.7360,173.2583,14.7417,ThompsonSampling
48,3,4.3022,177.5605,14.4395,ThompsonSampling
49,3,3.7889,181.3494,14.6506,ThompsonSampling
50,3,4.6989,186.0483,13.9517,ThompsonSampling
51,3,4.7398,190.7881,13.2119,ThompsonSampling
52,3,5.2624,196.0505,11.9495,ThompsonSampling
53,3,4.5034,200.5539,11.4461,ThompsonSampling
54,3,2.8332,203.3871,12.6129,ThompsonSampling
55,3,4.2636,207.6507,12.3493,ThompsonSampling
56,3,3.7890,211.4397,12.5603,ThompsonSampling
57,3,2.9428,214.3825,13.6175,ThompsonSampling
58,3,4.3415,218.7240,13.2760,ThompsonSampling
59,3,2.4223,221.1463,14.8537,ThompsonSampling
60,3,3.6290,224.7753,15.2247,ThompsonSampling
61,3,2.7213,227.4966,16.5034,ThompsonSampling
62,3,2.8490,230.3456,17.6544,ThompsonSampling
63,3,4.1745,234.5201,17.4799,ThompsonSampling
64,3,3.9554,238.4756,17.5244,ThompsonSampling
65,3,6.6386,245.1142,14.8858,ThompsonSampling
66,3,4.6223,249.7364,14.2636,ThompsonSampling
67,3,4.1866,253.9230,14.0770,ThompsonSampling
68,3,3.6489,257.5719,14.4281,ThompsonSampling
69,3,3.4340,261.0059,14.9941,ThompsonSampling
70,3,3.7857,264.7916,15.2084,ThompsonSampling
71,3,3.7670,268.5586,15.4414,ThompsonSampling
72,3,2.8384,271.3970,16.6030,ThompsonSampling
73,3,3.8741,275.2711,16.7289,ThompsonSampling
74,3,4.3500,279.6211,16.3789,ThompsonSampling
75,3,4.7592,284.3803,15.6197,ThompsonSampling
76,3,3.8984,288.2787,15.7213,ThompsonSampling
77,3,4.1201,292.3988,15.6012,ThompsonSampling
78,3,3.9051,296.3039,15.6961,ThompsonSampling
79,3,4.4314,300.7353,15.2647,ThompsonSampling
80,3,4.4334,305.1687,14.8313,ThompsonSampling
81,3,3.1883,308.3570,15.6430,ThompsonSampling
82,3,3.4706,311.8276,16.1724,ThompsonSampling
83,3,3.8903,315.7179,16.2821,ThompsonSampling
84,3,2.5172,318.2350,17.7650,ThompsonSampling
85,3,2.7361,320.9711,19.0289,ThompsonSampling
86,3,6.1631,327.1342,16.8658,ThompsonSampling
87,3,3.8211,330.9553,17.0447,ThompsonSampling
88,3,3.7229,334.6782,17.3218,ThompsonSampling
89,3,3.5638,338.2420,17.7580,ThompsonSampling
90,3,3.2597,341.5017,18.4983,ThompsonSampling
91,3,5.6897,347.1914,16.8086,ThompsonSampling
92,3,3.9818,351.1732,16.8268,ThompsonSampling
93,3,3.8056,354.9788,17.0212,ThompsonSampling
94,3,4.6834,359.6622,16.3378,ThompsonSampling
95,3,4.2285,363.8907,16.1093,ThompsonSampling
96,3,5.0543,368.9450,15.0550,ThompsonSampling
97,3,3.8943,372.8393,15.1607,ThompsonSampling
98,3,3.2612,376.1004,15.8996,ThompsonSampling
99,3,4.2153,380.3157,15.6843,ThompsonSampling
100,3,3.6735,383.9892,16.0108,ThompsonSampling
101,3,4.3534,388.3426,15.6574,ThompsonSampling
102,3,4.1729,392.5155,15.4845,ThompsonSampling
103,3,3.9660,396.4815,15.5185,ThompsonSampling
104,3,3.8353,400.3168,15.6832,ThompsonSampling
105,3,4.8334,405.1502,14.8498,ThompsonSampling
106,3,5.1227,410.2729,13.7271,ThompsonSampling
107,3,3.0916,413.3645,14.6355,ThompsonSampling
108,3,5.0784,418.4429,13.5571,ThompsonSampling
109,3,3.4678,421.9107,14.0893,ThompsonSampling
110,3,3.7880,425.6987,14.3013,ThompsonSampling
111,3,3.6324,429.3312,14.6688,ThompsonSampling
112,3,4.1559,433.4870,14.5130,ThompsonSampling
113,3,3.0713,436.5584,15.4416,ThompsonSampling
114,3,2.9774,439.5357,16.4643,ThompsonSampling
115,3,4.2884,443.8242,16.1758,ThompsonSampling
116,3,2.8469,446.6711,17.3289,ThompsonSampling
117,3,5.5530,452.2241,15.7759,ThompsonSampling
118,3,2.3386,454.5627,17.4373,ThompsonSampling
119,3,6.2879,460.8506,15.1494,ThompsonSampling
120,3,4.6154,465.4660,14.5340,ThompsonSampling
121,3,2.5757,468.0416,15.9584,ThompsonSampling
122,3,4.0561,472.0978,15.9022,ThompsonSampling
123,3,5.5177,477.6155,14.3845,ThompsonSampling
124,3,5.1261,482.7416,13.2584,ThompsonSampling
125,3,2.7213,485.4629,14.5371,ThompsonSampling
126,3,5.2061,490.6690,13.3310,ThompsonSampling
127,3,4.4720,495.1410,12.8590,ThompsonSampling
128,3,3.8974,499.0384,12.9616,ThompsonSampling
129,3,3.5088,502.5472,13.4528,ThompsonSampling
130,3,2.8113,505.3585,14.6415,ThompsonSampling
131,3,3.7780,509.1365,14.8635,ThompsonSampling
132,3,2.7015,511.8380,16.1620,ThompsonSampling
133,3,3.2352,515.0732,16.9268,ThompsonSampling
134,3,2.8048,517.8779,18.1221,ThompsonSampling
135,3,4.2376,522.1155,17.8845,ThompsonSampling
136,3,2.7462,524.8617,19.1383,ThompsonSampling
137,3,5.6629,530.5246,17.4754,ThompsonSampling
138,3,3.6880,534.2126,17.7874,ThompsonSampling
139,3,3.9419,538.1545,17.8455,ThompsonSampling
140,3,6.4136,544.5681,15.4319,ThompsonSampling
141,3,2.9027,547.4708,16.5292,ThompsonSampling
142,3,3.8732,551.3440,16.6560,ThompsonSampling
143,3,3.2790,554.6230,17.3770,ThompsonSampling
144,3,5.3157,559.9388,16.0612,ThompsonSampling
145,3,4.9678,564.9066,15.0934,ThompsonSampling
146,3,5.4295,570.3361,13.6639,ThompsonSampling
147,3,4.9840,575.3201,12.6799,ThompsonSampling
148,3,3.4868,578.8069,13.1931,ThompsonSampling
149,3,3.3976,582.2046,13.7954,ThompsonSampling
150,3,3.0552,585.2598,14.7402,ThompsonSampling
151,3,3.6718,588.9316,15.0684,ThompsonSampling
152,3,3.2124,592.1439,15.8561,ThompsonSampling
153,3,3.4167,595.5606,16.4394,ThompsonSampling
154,3,5.3628,600.9234,15.0766,ThompsonSampling
155,3,4.6909,605.6143,14.3857,ThompsonSampling
156,3,2.9239,608.5382,15.4618,ThompsonSampling
157,3,6.4835,615.0216,12.9784,ThompsonSampling
158,3,2.8487,617.8703,14.1297,ThompsonSampling
159,3,3.1913,621.0616,14.9384,ThompsonSampling
160,3,2.6165,623.6781,16.3219,ThompsonSampling
161,3,4.6591,628.3373,15.6627,ThompsonSampling
162,3,3.2953,631.6325,16.3675,ThompsonSampling
163,3,3.0557,634.6882,17.3118,ThompsonSampling
164,3,1.2368,635.9250,20.0750,ThompsonSampling
165,3,4.8836,640.8086,19.1914,ThompsonSampling
166,3,4.2012,645.0098,18.9902,ThompsonSampling
167,3,4.6473,649.6571,18.3429,ThompsonSampling
168,3,5.0420,654.6991,17.3009,ThompsonSampling
169,3,5.6877,660.3868,15.6132,ThompsonSampling
170,3,5.1177,665.5045,14.4955,ThompsonSampling
171,3,2.9953,668.4998,15.5002,ThompsonSampling
172,3,4.2691,672.7689,15.2311,ThompsonSampling
173,3,4.0887,676.8576,15.1424,ThompsonSampling
174,3,3.9159,680.7735,15.2265,ThompsonSampling
175,3,4.2638,685.0373,14.9627,ThompsonSampling
176,3,4.9935,690.0308,13.9692,ThompsonSampling
177,3,2.8294,692.8602,15.1398,ThompsonSampling
178,3,4.3093,697.1695,14.8305,ThompsonSampling
179,3,3.7350,700.9045,15.0955,ThompsonSampling
180,3,5.5781,706.4826,13.5174,ThompsonSampling
181,3,3.5401,710.0227,13.9773,ThompsonSampling
182,3,4.3446,714.3673,13.6327,ThompsonSampling
183,3,4.9024,719.2697,12.7303,ThompsonSampling
184,3,3.3633,722.6330,13.3670,ThompsonSampling
185,3,2.5461,725.1790,14.8210,ThompsonSampling
186,3,3.2058,728.3848,15.6152,ThompsonSampling
187,3,4.0917,732.4765,15.5235,ThompsonSampling
188,3,3.5305,736.0070,15.9930,ThompsonSampling
189,3,4.7332,740.7401,15.2599,ThompsonSampling
190,3,4.0519,744.7920,15.2080,ThompsonSampling
191,3,3.8278,748.6198,15.3802,ThompsonSampling
192,3,4.5081,753.1279,14.8721,ThompsonSampling
193,3,2.4882,755.6161,16.3839,ThompsonSampling
194,3,6.1545,761.7706,14.2294,ThompsonSampling
195,3,4.5236,766.2942,13.7058,ThompsonSampling
196,3,4.1903,770.4846,13.5154,ThompsonSampling
197,3,4.4337,774.9182,13.0818,ThompsonSampling
198,3,3.6744,778.5926,13.4074,ThompsonSampling
199,3,3.1255,781.7181,14.2819,ThompsonSampling
200,3,3.7412,785.4593,14.5407,ThompsonSampling
201,3,4.5695,790.0288,13.9712,ThompsonSampling
202,3,0.7255,790.7543,17.2457,ThompsonSampling
203,3,2.7245,793.4789,18.5211,ThompsonSampling
204,3,4.1432,797.6221,18.3779,ThompsonSampling
205,3,2.6378,800.2599,19.7401,ThompsonSampling
206,3,3.4692,803.7290,20.2710,ThompsonSampling
207,3,3.5617,807.2908,20.7092,ThompsonSampling
208,3,4.5092,811.7999,20.2001,ThompsonSampling
209,3,3.9763,815.7763,20.2237,ThompsonSampling
210,3,3.3092,819.0855,20.9145,ThompsonSampling
211,3,3.7357,822.8212,21.1788,ThompsonSampling
212,3,3.9881,826.8093,21.1907,ThompsonSampling
213,3,3.6585,830.4678,21.5322,ThompsonSampling
214,3,5.2634,835.7312,20.2688,ThompsonSampling
215,3,3.6391,839.3703,20.6297,ThompsonSampling
216,3,3.2890,842.6594,21.3406,ThompsonSampling
217,3,4.2296,846.8890,21.1110,ThompsonSampling
218,3,4.0082,850.8972,21.1028,ThompsonSampling
219,3,4.6963,855.5935,20.4065,ThompsonSampling
220,3,4.2441,859.8375,20.1625,ThompsonSampling
221,3,3.0160,862.8535,21.1465,ThompsonSampling
222,3,3.8213,866.6748,21.3252,ThompsonSampling
223,3,4.1244,870.7991,21.2009,ThompsonSampling
224,3,5.4250,876.2241,19.7759,ThompsonSampling
225,3,3.6807,879.9048,20.0952,ThompsonSampling
226,3,3.7586,883.6635,20.3365,ThompsonSampling
227,3,5.4243,889.0878,18.9122,ThompsonSampling
228,3,4.5995,893.6873,18.3127,ThompsonSampling
229,3,3.8766,897.5639,18.4361,ThompsonSampling
230,3,2.0824,899.6463,20.3537,ThompsonSampling
231,3,4.0216,903.6679,20.3321,ThompsonSampling
232,3,4.8877,908.5557,19.4443,ThompsonSampling
233,3,4.2051,912.7608,19.2392,ThompsonSampling
234,3,2.0596,914.8204,21.1796,ThompsonSampling
235,3,5.6995,920.5199,19.4801,ThompsonSampling
236,3,4.8057,925.3256,18.6744,ThompsonSampling
237,3,2.7499,928.0755,19.9245,ThompsonSampling
238,3,4.1152,932.1907,19.8093,ThompsonSampling
239,3,2.2354,934.4260,21.5740,ThompsonSampling
240,3,3.6305,938.0565,21.9435,ThompsonSampling
241,3,6.4553,944.5118,19.4882,ThompsonSampling
242,3,1.5372,946.0490,21.9510,ThompsonSampling
243,3,2.7831,948.8321,23.1679,ThompsonSampling
244,3,3.2881,952.1203,23.8797,ThompsonSampling
245,3,3.6876,955.8079,24.1921,ThompsonSampling
246,3,2.8887,958.6966,25.3034,ThompsonSampling
247,3,6.0619,964.7585,23.2415,ThompsonSampling
248,3,4.8839,969.6424,22.3576,ThompsonSampling
249,3,2.6592,972.3016,23.6984,ThompsonSampling
250,3,4.7846,977.0861,22.9139,ThompsonSampling
251,3,5.3896,982.4757,21.5243,ThompsonSampling
252,3,5.4265,987.9022,20.0978,ThompsonSampling
253,3,3.1605,991.0628,20.9372,ThompsonSampling
254,3,3.1598,994.2225,21.7775,ThompsonSampling
255,3,4.6746,998.8971,21.1029,ThompsonSampling
256,3,3.1058,1002.0029,21.9971,ThompsonSampling
257,3,3.8848,1005.8877,22.1123,ThompsonSampling
258,3,3.8223,1009.7100,22.2900,ThompsonSampling
259,3,2.5671,1012.2770,23.7230,ThompsonSampling
260,3,3.0962,1015.3733,24.6267,ThompsonSampling
261,3,2.1366,1017.5098,26.4902,ThompsonSampling
262,3,3.7129,1021.2227,26.7773,ThompsonSampling
263,3,5.0683,1026.2910,25.7090,ThompsonSampling
264,3,1.9166,1028.2076,27.7924,ThompsonSampling
265,3,4.0815,1032.2891,27.7109,ThompsonSampling
266,3,4.5940,1036.8831,27.1169,ThompsonSampling
267,3,3.4742,1040.3573,27.6427,ThompsonSampling
268,3,3.6764,1044.0337,27.9663,ThompsonSampling
269,3,4.7547,1048.7884,27.2116,ThompsonSampling
270,3,5.3008,1054.0892,25.9108,ThompsonSampling
271,3,2.1846,1056.2737,27.7263,ThompsonSampling
272,3,5.5658,1061.8395,26.1605,ThompsonSampling
273,3,4.6167,1066.4562,25.5438,ThompsonSampling
274,3,4.0654,1070.5216,25.4784,ThompsonSampling
275,3,3.7129,1074.2346,25.7654,ThompsonSampling
276,3,5.2319,1079.4665,24.5335,ThompsonSampling
277,3,2.9154,1082.3818,25.6182,ThompsonSampling
278,3,3.1835,1085.5654,26.4346,ThompsonSampling
279,3,5.3262,1090.8916,25.1084,ThompsonSampling
280,3,4.1195,1095.0111,24.9889,ThompsonSampling
281,3,3.5320,1098.5431,25.4569,ThompsonSampling
282,3,3.5203,1102.0634,25.9366,ThompsonSampling
283,3,4.4523,1106.5157,25.4843,ThompsonSampling
284,3,3.6361,1110.1518,25.8482,ThompsonSampling
285,3,5.1643,1115.3161,24.6839,ThompsonSampling
286,3,6.3549,1121.6710,22.3290,ThompsonSampling
287,3,4.1970,1125.8680,22.1320,ThompsonSampling
288,3,5.3763,1131.2443,20.7557,ThompsonSampling
289,3,4.6459,1135.8902,20.1098,ThompsonSampling
290,3,3.9972,1139.8873,20.1127,ThompsonSampling
291,3,4.3822,1144.2695,19.7305,ThompsonSampling
292,3,4.3707,1148.6402,19.3598,ThompsonSampling
293,3,4.8466,1153.4868,18.5132,ThompsonSampling
294,3,3.2874,1156.7742,19.2258,ThompsonSampling
295,3,5.1016,1161.8757,18.1243,ThompsonSampling
296,3,3.1474,1165.0231,18.9769,ThompsonSampling
297,3,4.5968,1169.6199,18.3801,ThompsonSampling
298,3,2.1591,1171.7790,20.2210,ThompsonSampling
299,3,5.0530,1176.8320,19.1680,ThompsonSampling
300,3,3.4630,1180.2949,19.7051,ThompsonSampling
301,3,4.0361,1184.3310,19.6690,ThompsonSampling
302,3,4.0557,1188.3867,19.6133,ThompsonSampling
303,3,3.3952,1191.7819,20.2181,ThompsonSampling
304,3,4.2642,1196.0461,19.9539,ThompsonSampling
305,3,4.8249,1200.8710,19.1290,ThompsonSampling
306,3,3.1445,1204.0156,19.9844,ThompsonSampling
307,3,3.6316,1207.6471,20.3529,ThompsonSampling
308,3,2.2522,1209.8994,22.1006,ThompsonSampling
309,3,3.5392,1213.4386,22.5614,ThompsonSampling
310,3,4.3426,1217.7812,22.2188,ThompsonSampling
311,3,5.5694,1223.3505,20.6495,ThompsonSampling
312,3,2.8057,1226.1563,21.8437,ThompsonSampling
313,3,3.9869,1230.1432,21.8568,ThompsonSampling
314,3,2.4631,1232.6062,23.3938,ThompsonSampling
315,3,4.4670,1237.0732,22.9268,ThompsonSampling
316,3,4.6132,1241.6864,22.3136,ThompsonSampling
317,3,4.4242,1246.1106,21.8894,ThompsonSampling
318,3,4.7423,1250.8529,21.1471,ThompsonSampling
319,3,2.2810,1253.1339,22.8661,ThompsonSampling
320,3,5.7789,1258.9128,21.0872,ThompsonSampling
321,3,4.6273,1263.5401,20.4599,ThompsonSampling
322,3,4.3860,1267.9262,20.0738,ThompsonSampling
323,3,4.5583,1272.4845,19.5155,ThompsonSampling
324,3,4.8515,1277.3360,18.6640,ThompsonSampling
325,3,5.3787,1282.7147,17.2853,ThompsonSampling
326,3,3.3765,1286.0911,17.9089,ThompsonSampling
327,3,5.0473,1291.1385,16.8615,ThompsonSampling
328,3,2.3556,1293.4941,18.5059,ThompsonSampling
329,3,2.9645,1296.4586,19.5414,ThompsonSampling
330,3,3.5208,1299.9794,20.0206,ThompsonSampling
331,3,5.7497,1305.7291,18.2709,ThompsonSampling
332,3,4.5436,1310.2727,17.7273,ThompsonSampling
333,3,2.4344,1312.7071,19.2929,ThompsonSampling
334,3,1.9130,1314.6201,21.3799,ThompsonSampling
335,3,2.4683,1317.0884,22.9116,ThompsonSampling
336,3,3.3027,1320.3912,23.6088,ThompsonSampling
337,3,5.6755,1326.0666,21.9334,ThompsonSampling
338,3,2.9080,1328.9746,23.0254,ThompsonSampling
339,3,5.2241,1334.1987,21.8013,ThompsonSampling
340,3,3.0692,1337.2679,22.7321,ThompsonSampling
341,3,3.6001,1340.8680,23.1320,ThompsonSampling
342,3,3.8207,1344.6886,23.3114,ThompsonSampling
343,3,3.1644,1347.8530,24.1470,ThompsonSampling
344,3,4.0058,1351.8588,24.1412,ThompsonSampling
345,3,7.0336,1358.8924,21.1076,ThompsonSampling
346,3,4.2147,1363.1072,20.8928,ThompsonSampling
347,3,4.1761,1367.2832,20.7168,ThompsonSampling
348,3,3.5795,1370.8627,21.1373,ThompsonSampling
349,3,2.8720,1373.7348,22.2652,ThompsonSampling
350,3,3.7337,1377.4685,22.5315,ThompsonSampling
351,3,2.1711,1379.6396,24.3604,ThompsonSampling
352,3,1.9729,1381.6125,26.3875,ThompsonSampling
353,3,4.8190,1386.4315,25.5685,ThompsonSampling
354,3,5.8779,1392.3095,23.6905,ThompsonSampling
355,3,1.5137,1393.8231,26.1769,ThompsonSampling
356,3,4.1055,1397.9286,26.0714,ThompsonSampling
357,3,4.5119,1402.4405,25.5595,ThompsonSampling
358,3,5.0139,1407.4544,24.5456,ThompsonSampling
359,3,4.6492,1412.1036,23.8964,ThompsonSampling
360,3,2.9629,1415.0664,24.9336,ThompsonSampling
361,3,3.3262,1418.3926,25.6074,ThompsonSampling
362,3,4.0544,1422.4470,25.5530,ThompsonSampling
363,3,3.7667,1426.2137,25.7863,ThompsonSampling
364,3,6.2748,1432.4885,23.5115,ThompsonSampling
365,3,4.5615,1437.0500,22.9500,ThompsonSampling
366,3,5.1880,1442.2380,21.7620,ThompsonSampling
367,3,3.7910,1446.0290,21.9710,ThompsonSampling
368,3,3.9695,1449.9984,22.0016,ThompsonSampling
369,3,2.6171,1452.6155,23.3845,ThompsonSampling
370,3,4.3569,1456.9724,23.0276,ThompsonSampling
371,3,4.3879,1461.3603,22.6397,ThompsonSampling
372,3,2.9656,1464.3259,23.6741,ThompsonSampling
373,3,4.4216,1468.7476,23.2524,ThompsonSampling
374,3,3.9310,1472.6786,23.3214,ThompsonSampling
375,3,3.4219,1476.1004,23.8996,ThompsonSampling
376,3,2.8101,1478.9105,25.0895,ThompsonSampling
377,3,6.6127,1485.5232,22.4768,ThompsonSampling
378,3,4.3516,1489.8749,22.1251,ThompsonSampling
379,3,2.1556,1492.0305,23.9695,ThompsonSampling
380,3,4.1756,1496.2061,23.7939,ThompsonSampling
381,3,3.5957,1499.8018,24.1982,ThompsonSampling
382,3,2.8395,1502.6413,25.3587,ThompsonSampling
383,3,5.3364,1507.9776,24.0224,ThompsonSampling
384,3,3.4084,1511.3861,24.6139,ThompsonSampling
385,3,4.2410,1515.6271,24.3729,ThompsonSampling
386,3,1.7100,1517.3371,26.6629,ThompsonSampling
387,3,3.5904,1520.9274,27.0726,ThompsonSampling
388,3,4.1231,1525.0505,26.9495,ThompsonSampling
389,3,4.5694,1529.6199,26.3801,ThompsonSampling
390,3,4.9846,1534.6045,25.3955,ThompsonSampling
391,3,5.4546,1540.0591,23.9409,ThompsonSampling
392,3,5.0784,1545.1376,22.8624,ThompsonSampling
393,3,4.9341,1550.0717,21.9283,ThompsonSampling
394,3,4.2390,1554.3107,21.6893,ThompsonSampling
395,3,2.4268,1556.7375,23.2625,ThompsonSampling
396,3,3.2297,1559.9672,24.0328,ThompsonSampling
397,3,3.3684,1563.3356,24.6644,ThompsonSampling
398,3,4.3802,1567.7158,24.2842,ThompsonSampling
399,3,3.7951,1571.5110,24.4890,ThompsonSampling
400,3,4.7051,1576.2161,23.7839,ThompsonSampling
401,3,4.6431,1580.8591,23.1409,ThompsonSampling
402,3,3.6019,1584.4610,23.5390,ThompsonSampling
403,3,4.1022,1588.5632,23.4368,ThompsonSampling
404,3,3.7207,1592.2840,23.7160,ThompsonSampling
405,3,3.2685,1595.5525,24.4475,ThompsonSampling
406,3,5.1764,1600.7289,23.2711,ThompsonSampling
407,3,2.9525,1603.6814,24.3186,ThompsonSampling
408,3,4.3225,1608.0039,23.9961,ThompsonSampling
409,3,2.9231,1610.9270,25.0730,ThompsonSampling
410,3,4.2538,1615.1809,24.8191,ThompsonSampling
411,3,4.3375,1619.5184,24.4816,ThompsonSampling
412,3,3.4612,1622.9796,25.0204,ThompsonSampling
413,3,4.7522,1627.7318,24.2682,ThompsonSampling
414,3,4.1068,1631.8386,24.1614,ThompsonSampling
415,3,3.0938,1634.9324,25.0676,ThompsonSampling
416,3,4.5001,1639.4325,24.5675,ThompsonSampling
417,3,2.9175,1642.3500,25.6500,ThompsonSampling
418,3,3.0386,1645.3886,26.6114,ThompsonSampling
419,3,3.2830,1648.6716,27.3284,ThompsonSampling
420,3,4.3967,1653.0683,26.9317,ThompsonSampling
421,3,4.2711,1657.3393,26.6607,ThompsonSampling
422,3,4.2280,1661.5674,26.4326,ThompsonSampling
423,3,4.0557,1665.6231,26.3769,ThompsonSampling
424,3,5.7281,1671.3511,24.6489,ThompsonSampling
425,3,3.4835,1674.8346,25.1654,ThompsonSampling
426,3,4.1813,1679.0160,24.9840,ThompsonSampling
427,3,4.9148,1683.9308,24.0692,ThompsonSampling
428,3,3.7881,1687.7188,24.2812,ThompsonSampling
429,3,4.3957,1692.1145,23.8855,ThompsonSampling
430,3,2.2755,1694.3900,25.6100,ThompsonSampling
431,3,5.3891,1699.7791,24.2209,ThompsonSampling
432,3,3.9620,1703.7411,24.2589,ThompsonSampling
433,3,3.7456,1707.4867,24.5133,ThompsonSampling
434,3,4.4517,1711.9384,24.0616,ThompsonSampling
435,3,4.6509,1716.5893,23.4107,ThompsonSampling
436,3,4.4937,1721.0830,22.9170,ThompsonSampling
437,0,1.4650,1722.5480,25.4520,ThompsonSampling
438,3,2.6385,1725.1865,26.8135,ThompsonSampling
439,3,4.4688,1729.6553,26.3447,ThompsonSampling
440,3,1.3026,1730.9579,29.0421,ThompsonSampling
441,3,3.6734,1734.6313,29.3687,ThompsonSampling
442,3,3.4595,1738.0908,29.9092,ThompsonSampling
443,3,4.9258,1743.0166,28.9834,ThompsonSampling
444,3,3.1873,1746.2039,29.7961,ThompsonSampling
445,3,4.4113,1750.6152,29.3848,ThompsonSampling
446,3,4.7145,1755.3297,28.6703,ThompsonSampling
447,3,4.2281,1759.5578,28.4422,ThompsonSampling
448,3,3.9382,1763.4959,28.5041,ThompsonSampling
449,3,5.4539,1768.9499,27.0501,ThompsonSampling
450,3,3.7505,1772.7004,27.2996,ThompsonSampling
451,3,5.9358,1778.6361,25.3639,ThompsonSampling
452,3,4.7718,1783.4079,24.5921,ThompsonSampling
453,3,3.4048,1786.8127,25.1873,ThompsonSampling
454,3,4.2022,1791.0150,24.9850,ThompsonSampling
455,3,3.9235,1794.9385,25.0615,ThompsonSampling
456,3,3.9418,1798.8802,25.1198,ThompsonSampling
457,3,4.4470,1803.3273,24.6727,ThompsonSampling
458,3,2.6498,1805.9771,26.0229,ThompsonSampling
459,3,3.4555,1809.4326,26.5674,ThompsonSampling
460,3,3.6771,1813.1097,26.8903,ThompsonSampling
461,3,4.3832,1817.4928,26.5072,ThompsonSampling
462,3,3.3353,1820.8282,27.1718,ThompsonSampling
463,3,3.2003,1824.0285,27.9715,ThompsonSampling
464,3,3.4572,1827.4857,28.5143,ThompsonSampling
465,3,4.3165,1831.8023,28.1977,ThompsonSampling
466,3,3.5130,1835.3153,28.6847,ThompsonSampling
467,3,3.8443,1839.1596,28.8404,ThompsonSampling
468,3,2.3774,1841.5370,30.4630,ThompsonSampling
469,3,4.1677,1845.7047,30.2953,ThompsonSampling
470,3,3.7900,1849.4947,30.5053,ThompsonSampling
471,3,5.5656,1855.0603,28.9397,ThompsonSampling
472,3,4.1575,1859.2177,28.7823,ThompsonSampling
473,3,2.8874,1862.1052,29.8948,ThompsonSampling
474,3,4.3741,1866.4792,29.5208,ThompsonSampling
475,3,4.2385,1870.7177,29.2823,ThompsonSampling
476,3,4.4237,1875.1414,28.8586,ThompsonSampling
477,3,4.5823,1879.7237,28.2763,ThompsonSampling
478,3,5.4726,1885.1962,26.8038,ThompsonSampling
479,3,4.5706,1889.7668,26.2332,ThompsonSampling
480,3,3.1606,1892.9274,27.0726,ThompsonSampling
481,3,3.8204,1896.7478,27.2522,ThompsonSampling
482,3,4.3750,1901.1227,26.8773,ThompsonSampling
483,3,4.7281,1905.8508,26.1492,ThompsonSampling
484,3,5.6194,1911.4703,24.5297,ThompsonSampling
485,3,4.1850,1915.6553,24.3447,ThompsonSampling
486,3,4.9555,1920.6109,23.3891,ThompsonSampling
487,3,5.1792,1925.7901,22.2099,ThompsonSampling
488,3,4.6178,1930.4079,21.5921,ThompsonSampling
489,3,4.4020,1934.8100,21.1900,ThompsonSampling
490,3,2.2015,1937.0114,22.9886,ThompsonSampling
